location,date,vaccine,total_vaccinations
Austria,2021-02-26,Pfizer/BioNTech,588761
Austria,2021-03-05,Moderna,32421
Austria,2021-03-05,Oxford/AstraZeneca,157330
Austria,2021-03-05,Pfizer/BioNTech,694242
Austria,2021-03-12,Moderna,47929
Austria,2021-03-12,Oxford/AstraZeneca,236683
Austria,2021-03-12,Pfizer/BioNTech,859265
Austria,2021-03-19,Johnson&Johnson,28
Austria,2021-03-19,Moderna,79931
Austria,2021-03-19,Oxford/AstraZeneca,310442
Austria,2021-03-19,Pfizer/BioNTech,993315
Austria,2021-03-26,Johnson&Johnson,57
Austria,2021-03-26,Moderna,105569
Austria,2021-03-26,Oxford/AstraZeneca,386477
Austria,2021-03-26,Pfizer/BioNTech,1141855
Austria,2021-04-02,Johnson&Johnson,116
Austria,2021-04-02,Moderna,142298
Austria,2021-04-02,Oxford/AstraZeneca,425406
Austria,2021-04-02,Pfizer/BioNTech,1292025
Austria,2021-04-09,Johnson&Johnson,221
Austria,2021-04-09,Moderna,182263
Austria,2021-04-09,Oxford/AstraZeneca,516350
Austria,2021-04-09,Pfizer/BioNTech,1517034
Austria,2021-04-16,Johnson&Johnson,244
Austria,2021-04-16,Moderna,225317
Austria,2021-04-16,Oxford/AstraZeneca,612875
Austria,2021-04-16,Pfizer/BioNTech,1754597
Austria,2021-04-23,Johnson&Johnson,254
Austria,2021-04-23,Moderna,263190
Austria,2021-04-23,Oxford/AstraZeneca,662278
Austria,2021-04-23,Pfizer/BioNTech,2022003
Austria,2021-04-30,Johnson&Johnson,571
Austria,2021-04-30,Moderna,302670
Austria,2021-04-30,Oxford/AstraZeneca,705142
Austria,2021-04-30,Pfizer/BioNTech,2299721
Austria,2021-05-07,Johnson&Johnson,6845
Austria,2021-05-07,Moderna,352586
Austria,2021-05-07,Oxford/AstraZeneca,768784
Austria,2021-05-07,Pfizer/BioNTech,2635468
Austria,2021-05-14,Johnson&Johnson,14121
Austria,2021-05-14,Moderna,403359
Austria,2021-05-14,Oxford/AstraZeneca,833651
Austria,2021-05-14,Pfizer/BioNTech,2940988
Austria,2021-05-21,Johnson&Johnson,26739
Austria,2021-05-21,Moderna,472268
Austria,2021-05-21,Oxford/AstraZeneca,912103
Austria,2021-05-21,Pfizer/BioNTech,3327245
Austria,2021-05-28,Johnson&Johnson,39359
Austria,2021-05-28,Moderna,526639
Austria,2021-05-28,Oxford/AstraZeneca,995459
Austria,2021-05-28,Pfizer/BioNTech,3670610
Austria,2021-06-04,Johnson&Johnson,60692
Austria,2021-06-04,Moderna,583065
Austria,2021-06-04,Oxford/AstraZeneca,1064332
Austria,2021-06-04,Pfizer/BioNTech,4108690
Austria,2021-06-11,Johnson&Johnson,83387
Austria,2021-06-11,Moderna,647114
Austria,2021-06-11,Oxford/AstraZeneca,1159982
Austria,2021-06-11,Pfizer/BioNTech,4564426
Austria,2021-06-18,Johnson&Johnson,98941
Austria,2021-06-18,Moderna,697696
Austria,2021-06-18,Oxford/AstraZeneca,1212227
Austria,2021-06-18,Pfizer/BioNTech,5045052
Austria,2021-06-25,Johnson&Johnson,107940
Austria,2021-06-25,Moderna,754438
Austria,2021-06-25,Oxford/AstraZeneca,1286087
Austria,2021-06-25,Pfizer/BioNTech,5523395
Austria,2021-07-02,Johnson&Johnson,134192
Austria,2021-07-02,Moderna,815461
Austria,2021-07-02,Oxford/AstraZeneca,1393716
Austria,2021-07-02,Pfizer/BioNTech,5954268
Austria,2021-07-09,Johnson&Johnson,159194
Austria,2021-07-09,Moderna,866900
Austria,2021-07-09,Oxford/AstraZeneca,1458344
Austria,2021-07-09,Pfizer/BioNTech,6314782
Austria,2021-07-16,Johnson&Johnson,179136
Austria,2021-07-16,Moderna,912514
Austria,2021-07-16,Oxford/AstraZeneca,1507009
Austria,2021-07-16,Pfizer/BioNTech,6626262
Austria,2021-07-23,Johnson&Johnson,196236
Austria,2021-07-23,Moderna,959665
Austria,2021-07-23,Oxford/AstraZeneca,1534117
Austria,2021-07-23,Pfizer/BioNTech,6908568
Austria,2021-07-30,Johnson&Johnson,208799
Austria,2021-07-30,Moderna,979342
Austria,2021-07-30,Oxford/AstraZeneca,1559151
Austria,2021-07-30,Pfizer/BioNTech,7161946
Austria,2021-08-06,Johnson&Johnson,224554
Austria,2021-08-06,Moderna,998192
Austria,2021-08-06,Oxford/AstraZeneca,1573637
Austria,2021-08-06,Pfizer/BioNTech,7380659
Austria,2021-08-13,Johnson&Johnson,235345
Austria,2021-08-13,Moderna,1008327
Austria,2021-08-13,Oxford/AstraZeneca,1579054
Austria,2021-08-13,Pfizer/BioNTech,7537909
Austria,2021-08-20,Johnson&Johnson,249191
Austria,2021-08-20,Moderna,1022846
Austria,2021-08-20,Oxford/AstraZeneca,1581774
Austria,2021-08-20,Pfizer/BioNTech,7659730
Austria,2021-08-27,Johnson&Johnson,263425
Austria,2021-08-27,Moderna,1027171
Austria,2021-08-27,Oxford/AstraZeneca,1583650
Austria,2021-08-27,Pfizer/BioNTech,7738754
Austria,2021-09-03,Johnson&Johnson,276862
Austria,2021-09-03,Moderna,1033338
Austria,2021-09-03,Oxford/AstraZeneca,1585548
Austria,2021-09-03,Pfizer/BioNTech,7809670
Austria,2021-09-10,Johnson&Johnson,291254
Austria,2021-09-10,Moderna,1037050
Austria,2021-09-10,Oxford/AstraZeneca,1586681
Austria,2021-09-10,Pfizer/BioNTech,7883386
Austria,2021-09-17,Johnson&Johnson,303023
Austria,2021-09-17,Moderna,1042444
Austria,2021-09-17,Oxford/AstraZeneca,1587616
Austria,2021-09-17,Pfizer/BioNTech,7974025
Austria,2021-09-24,Johnson&Johnson,317215
Austria,2021-09-24,Moderna,1047018
Austria,2021-09-24,Oxford/AstraZeneca,1588719
Austria,2021-09-24,Pfizer/BioNTech,8067417
Austria,2021-10-01,Johnson&Johnson,325080
Austria,2021-10-01,Moderna,1052210
Austria,2021-10-01,Oxford/AstraZeneca,1589430
Austria,2021-10-01,Pfizer/BioNTech,8167774
Austria,2021-10-08,Johnson&Johnson,329508
Austria,2021-10-08,Moderna,1058295
Austria,2021-10-08,Oxford/AstraZeneca,1589816
Austria,2021-10-08,Pfizer/BioNTech,8297617
Austria,2021-10-15,Johnson&Johnson,332560
Austria,2021-10-15,Moderna,1065713
Austria,2021-10-15,Oxford/AstraZeneca,1590144
Austria,2021-10-15,Pfizer/BioNTech,8421621
Austria,2021-10-22,Johnson&Johnson,336214
Austria,2021-10-22,Moderna,1074441
Austria,2021-10-22,Oxford/AstraZeneca,1590375
Austria,2021-10-22,Pfizer/BioNTech,8566622
Austria,2021-10-29,Johnson&Johnson,342017
Austria,2021-10-29,Moderna,1081512
Austria,2021-10-29,Oxford/AstraZeneca,1590602
Austria,2021-10-29,Pfizer/BioNTech,8700054
Austria,2021-11-05,Johnson&Johnson,347171
Austria,2021-11-05,Moderna,1095830
Austria,2021-11-05,Oxford/AstraZeneca,1590843
Austria,2021-11-05,Pfizer/BioNTech,8944531
Austria,2021-11-12,Johnson&Johnson,351947
Austria,2021-11-12,Moderna,1125983
Austria,2021-11-12,Oxford/AstraZeneca,1591247
Austria,2021-11-12,Pfizer/BioNTech,9410458
Austria,2021-11-19,Johnson&Johnson,355008
Austria,2021-11-19,Moderna,1171172
Austria,2021-11-19,Oxford/AstraZeneca,1591520
Austria,2021-11-19,Pfizer/BioNTech,10056732
Austria,2021-11-26,Johnson&Johnson,356850
Austria,2021-11-26,Moderna,1240399
Austria,2021-11-26,Oxford/AstraZeneca,1591794
Austria,2021-11-26,Pfizer/BioNTech,10780570
Austria,2021-12-03,Johnson&Johnson,358127
Austria,2021-12-03,Moderna,1316040
Austria,2021-12-03,Oxford/AstraZeneca,1591974
Austria,2021-12-03,Pfizer/BioNTech,11471612
Austria,2021-12-10,Johnson&Johnson,359462
Austria,2021-12-10,Moderna,1387787
Austria,2021-12-10,Oxford/AstraZeneca,1592060
Austria,2021-12-10,Pfizer/BioNTech,12075782
Austria,2021-12-17,Johnson&Johnson,361289
Austria,2021-12-17,Moderna,1449294
Austria,2021-12-17,Oxford/AstraZeneca,1592113
Austria,2021-12-17,Pfizer/BioNTech,12696841
Austria,2021-12-24,Johnson&Johnson,362430
Austria,2021-12-24,Moderna,1475210
Austria,2021-12-24,Oxford/AstraZeneca,1592162
Austria,2021-12-24,Pfizer/BioNTech,12994863
Austria,2021-12-31,Johnson&Johnson,363877
Austria,2021-12-31,Moderna,1492028
Austria,2021-12-31,Oxford/AstraZeneca,1592196
Austria,2021-12-31,Pfizer/BioNTech,13210839
Austria,2022-01-07,Johnson&Johnson,365181
Austria,2022-01-07,Moderna,1515702
Austria,2022-01-07,Oxford/AstraZeneca,1592214
Austria,2022-01-07,Pfizer/BioNTech,13485123
Austria,2022-01-14,Johnson&Johnson,365810
Austria,2022-01-14,Moderna,1541649
Austria,2022-01-14,Oxford/AstraZeneca,1592246
Austria,2022-01-14,Pfizer/BioNTech,13795951
Austria,2022-01-21,Johnson&Johnson,366241
Austria,2022-01-21,Moderna,1558888
Austria,2022-01-21,Oxford/AstraZeneca,1592266
Austria,2022-01-21,Pfizer/BioNTech,14023497
Austria,2022-01-28,Johnson&Johnson,366545
Austria,2022-01-28,Moderna,1570768
Austria,2022-01-28,Oxford/AstraZeneca,1592291
Austria,2022-01-28,Pfizer/BioNTech,14211543
Austria,2022-02-04,Johnson&Johnson,366746
Austria,2022-02-04,Moderna,1582274
Austria,2022-02-04,Oxford/AstraZeneca,1592314
Austria,2022-02-04,Pfizer/BioNTech,14402138
Austria,2022-02-11,Johnson&Johnson,366870
Austria,2022-02-11,Moderna,1587727
Austria,2022-02-11,Oxford/AstraZeneca,1592331
Austria,2022-02-11,Pfizer/BioNTech,14502660
Austria,2022-02-18,Johnson&Johnson,366943
Austria,2022-02-18,Moderna,1590482
Austria,2022-02-18,Oxford/AstraZeneca,1592341
Austria,2022-02-18,Pfizer/BioNTech,14560436
Austria,2022-02-25,Johnson&Johnson,366992
Austria,2022-02-25,Moderna,1592305
Austria,2022-02-25,Novavax,16
Austria,2022-02-25,Oxford/AstraZeneca,1592352
Austria,2022-02-25,Pfizer/BioNTech,14601138
Austria,2022-03-04,Johnson&Johnson,367027
Austria,2022-03-04,Moderna,1593547
Austria,2022-03-04,Novavax,2012
Austria,2022-03-04,Oxford/AstraZeneca,1592360
Austria,2022-03-04,Pfizer/BioNTech,14634003
Austria,2022-03-11,Johnson&Johnson,367064
Austria,2022-03-11,Moderna,1594504
Austria,2022-03-11,Novavax,2968
Austria,2022-03-11,Oxford/AstraZeneca,1592365
Austria,2022-03-11,Pfizer/BioNTech,14660490
Austria,2022-03-18,Johnson&Johnson,367088
Austria,2022-03-18,Moderna,1595449
Austria,2022-03-18,Novavax,3470
Austria,2022-03-18,Oxford/AstraZeneca,1592368
Austria,2022-03-18,Pfizer/BioNTech,14683014
Austria,2022-03-25,Johnson&Johnson,367109
Austria,2022-03-25,Moderna,1596263
Austria,2022-03-25,Novavax,4843
Austria,2022-03-25,Oxford/AstraZeneca,1592372
Austria,2022-03-25,Pfizer/BioNTech,14705861
Austria,2022-04-01,Johnson&Johnson,367138
Austria,2022-04-01,Moderna,1597111
Austria,2022-04-01,Novavax,5744
Austria,2022-04-01,Oxford/AstraZeneca,1592379
Austria,2022-04-01,Pfizer/BioNTech,14727436
Austria,2022-04-08,Johnson&Johnson,367179
Austria,2022-04-08,Moderna,1597875
Austria,2022-04-08,Novavax,6427
Austria,2022-04-08,Oxford/AstraZeneca,1592386
Austria,2022-04-08,Pfizer/BioNTech,14748164
Austria,2022-04-15,Johnson&Johnson,367219
Austria,2022-04-15,Moderna,1598524
Austria,2022-04-15,Novavax,6892
Austria,2022-04-15,Oxford/AstraZeneca,1592390
Austria,2022-04-15,Pfizer/BioNTech,14766271
Austria,2022-04-22,Johnson&Johnson,367252
Austria,2022-04-22,Moderna,1599365
Austria,2022-04-22,Novavax,7293
Austria,2022-04-22,Oxford/AstraZeneca,1592393
Austria,2022-04-22,Pfizer/BioNTech,14786474
Austria,2022-04-29,Johnson&Johnson,367295
Austria,2022-04-29,Moderna,1600328
Austria,2022-04-29,Novavax,7778
Austria,2022-04-29,Oxford/AstraZeneca,1592397
Austria,2022-04-29,Pfizer/BioNTech,14811151
Austria,2022-05-06,Johnson&Johnson,367328
Austria,2022-05-06,Moderna,1601261
Austria,2022-05-06,Novavax,8182
Austria,2022-05-06,Oxford/AstraZeneca,1592405
Austria,2022-05-06,Pfizer/BioNTech,14836217
Austria,2022-05-13,Johnson&Johnson,367391
Austria,2022-05-13,Moderna,1602205
Austria,2022-05-13,Novavax,8679
Austria,2022-05-13,Oxford/AstraZeneca,1592408
Austria,2022-05-13,Pfizer/BioNTech,14861949
Austria,2022-05-20,Johnson&Johnson,367447
Austria,2022-05-20,Moderna,1603106
Austria,2022-05-20,Novavax,8993
Austria,2022-05-20,Pfizer/BioNTech,14886966
Austria,2022-05-27,Johnson&Johnson,367488
Austria,2022-05-27,Moderna,1603786
Austria,2022-05-27,Novavax,9259
Austria,2022-05-27,Oxford/AstraZeneca,1592411
Austria,2022-05-27,Pfizer/BioNTech,14903716
Austria,2022-06-03,Johnson&Johnson,367535
Austria,2022-06-03,Moderna,1604565
Austria,2022-06-03,Novavax,9580
Austria,2022-06-03,Oxford/AstraZeneca,1592413
Austria,2022-06-03,Pfizer/BioNTech,14924248
Austria,2022-06-10,Johnson&Johnson,367579
Austria,2022-06-10,Moderna,1605352
Austria,2022-06-10,Novavax,9922
Austria,2022-06-10,Oxford/AstraZeneca,1592415
Austria,2022-06-10,Pfizer/BioNTech,14943260
Austria,2022-06-14,Johnson&Johnson,364819
Austria,2022-06-14,Moderna,1595397
Austria,2022-06-14,Novavax,9808
Austria,2022-06-14,Oxford/AstraZeneca,1589188
Austria,2022-06-14,Pfizer/BioNTech,14832234
Austria,2022-06-17,Johnson&Johnson,367620
Austria,2022-06-17,Moderna,1606414
Austria,2022-06-17,Novavax,10132
Austria,2022-06-17,Oxford/AstraZeneca,1592418
Austria,2022-06-17,Pfizer/BioNTech,14963369
Austria,2022-06-24,Johnson&Johnson,367669
Austria,2022-06-24,Moderna,1608038
Austria,2022-06-24,Novavax,10428
Austria,2022-06-24,Oxford/AstraZeneca,1592419
Austria,2022-06-24,Pfizer/BioNTech,14996124
Austria,2022-06-28,Johnson&Johnson,364929
Austria,2022-06-28,Moderna,1596013
Austria,2022-06-28,Novavax,10153
Austria,2022-06-28,Pfizer/BioNTech,14851183
Austria,2022-07-01,Johnson&Johnson,367720
Austria,2022-07-01,Moderna,1610536
Austria,2022-07-01,Novavax,10738
Austria,2022-07-01,Oxford/AstraZeneca,1592426
Austria,2022-07-01,Pfizer/BioNTech,15043687
Austria,2022-07-08,Johnson&Johnson,367745
Austria,2022-07-08,Moderna,1613496
Austria,2022-07-08,Novavax,11103
Austria,2022-07-08,Oxford/AstraZeneca,1592429
Austria,2022-07-08,Pfizer/BioNTech,15107102
Austria,2022-07-12,Moderna,1613592
Austria,2022-07-12,Novavax,11135
Austria,2022-07-12,Pfizer/BioNTech,15110962
Austria,2022-07-15,Johnson&Johnson,367778
Austria,2022-07-15,Moderna,1617071
Austria,2022-07-15,Novavax,11515
Austria,2022-07-15,Oxford/AstraZeneca,1592431
Austria,2022-07-15,Pfizer/BioNTech,15174670
Austria,2022-07-22,Johnson&Johnson,367808
Austria,2022-07-22,Moderna,1619851
Austria,2022-07-22,Novavax,11881
Austria,2022-07-22,Oxford/AstraZeneca,1592434
Austria,2022-07-22,Pfizer/BioNTech,15231167
Austria,2022-07-29,Johnson&Johnson,367831
Austria,2022-07-29,Moderna,1622358
Austria,2022-07-29,Novavax,12283
Austria,2022-07-29,Oxford/AstraZeneca,1592436
Austria,2022-07-29,Pfizer/BioNTech,15279727
Austria,2022-08-05,Johnson&Johnson,367847
Austria,2022-08-05,Moderna,1624761
Austria,2022-08-05,Novavax,12498
Austria,2022-08-05,Oxford/AstraZeneca,1592442
Austria,2022-08-05,Pfizer/BioNTech,15317942
Belgium,2021-01-08,Johnson&Johnson,0
Belgium,2021-01-08,Moderna,0
Belgium,2021-01-08,Novavax,0
Belgium,2021-01-08,Oxford/AstraZeneca,0
Belgium,2021-01-08,Pfizer/BioNTech,28353
Belgium,2021-01-15,Moderna,64
Belgium,2021-01-15,Pfizer/BioNTech,127685
Belgium,2021-01-22,Moderna,4579
Belgium,2021-01-22,Pfizer/BioNTech,246711
Belgium,2021-01-29,Moderna,6314
Belgium,2021-01-29,Pfizer/BioNTech,337579
Belgium,2021-02-05,Moderna,16195
Belgium,2021-02-05,Pfizer/BioNTech,467475
Belgium,2021-02-12,Moderna,25898
Belgium,2021-02-12,Oxford/AstraZeneca,436
Belgium,2021-02-12,Pfizer/BioNTech,604474
Belgium,2021-02-19,Moderna,30770
Belgium,2021-02-19,Oxford/AstraZeneca,11169
Belgium,2021-02-19,Pfizer/BioNTech,706330
Belgium,2021-02-26,Moderna,33328
Belgium,2021-02-26,Oxford/AstraZeneca,46047
Belgium,2021-02-26,Pfizer/BioNTech,795866
Belgium,2021-03-05,Moderna,52344
Belgium,2021-03-05,Oxford/AstraZeneca,111241
Belgium,2021-03-05,Pfizer/BioNTech,885943
Belgium,2021-03-12,Moderna,68446
Belgium,2021-03-12,Oxford/AstraZeneca,193018
Belgium,2021-03-12,Pfizer/BioNTech,983375
Belgium,2021-03-19,Moderna,91090
Belgium,2021-03-19,Oxford/AstraZeneca,352995
Belgium,2021-03-19,Pfizer/BioNTech,1094799
Belgium,2021-03-26,Moderna,101605
Belgium,2021-03-26,Oxford/AstraZeneca,464347
Belgium,2021-03-26,Pfizer/BioNTech,1292682
Belgium,2021-04-02,Moderna,129693
Belgium,2021-04-02,Oxford/AstraZeneca,524830
Belgium,2021-04-02,Pfizer/BioNTech,1552719
Belgium,2021-04-09,Moderna,177232
Belgium,2021-04-09,Oxford/AstraZeneca,604920
Belgium,2021-04-09,Pfizer/BioNTech,1872387
Belgium,2021-04-16,Moderna,212195
Belgium,2021-04-16,Oxford/AstraZeneca,786096
Belgium,2021-04-16,Pfizer/BioNTech,2151112
Belgium,2021-04-23,Moderna,263962
Belgium,2021-04-23,Oxford/AstraZeneca,843471
Belgium,2021-04-23,Pfizer/BioNTech,2469775
Belgium,2021-04-30,Johnson&Johnson,3169
Belgium,2021-04-30,Moderna,291358
Belgium,2021-04-30,Oxford/AstraZeneca,909386
Belgium,2021-04-30,Pfizer/BioNTech,2827511
Belgium,2021-05-07,Johnson&Johnson,24425
Belgium,2021-05-07,Moderna,349600
Belgium,2021-05-07,Oxford/AstraZeneca,1012824
Belgium,2021-05-07,Pfizer/BioNTech,3381829
Belgium,2021-05-14,Johnson&Johnson,30448
Belgium,2021-05-14,Moderna,404585
Belgium,2021-05-14,Oxford/AstraZeneca,1106438
Belgium,2021-05-14,Pfizer/BioNTech,3835662
Belgium,2021-05-21,Johnson&Johnson,51434
Belgium,2021-05-21,Moderna,506988
Belgium,2021-05-21,Oxford/AstraZeneca,1373872
Belgium,2021-05-21,Pfizer/BioNTech,4207216
Belgium,2021-05-28,Johnson&Johnson,75565
Belgium,2021-05-28,Moderna,581796
Belgium,2021-05-28,Oxford/AstraZeneca,1474397
Belgium,2021-05-28,Pfizer/BioNTech,4651834
Belgium,2021-06-04,Johnson&Johnson,99698
Belgium,2021-06-04,Moderna,658546
Belgium,2021-06-04,Oxford/AstraZeneca,1578374
Belgium,2021-06-04,Pfizer/BioNTech,5354301
Belgium,2021-06-11,Johnson&Johnson,146370
Belgium,2021-06-11,Moderna,745357
Belgium,2021-06-11,Oxford/AstraZeneca,1766410
Belgium,2021-06-11,Pfizer/BioNTech,6110318
Belgium,2021-06-18,Johnson&Johnson,216180
Belgium,2021-06-18,Moderna,852451
Belgium,2021-06-18,Oxford/AstraZeneca,1901890
Belgium,2021-06-18,Pfizer/BioNTech,6831995
Belgium,2021-06-25,Johnson&Johnson,249210
Belgium,2021-06-25,Moderna,965825
Belgium,2021-06-25,Oxford/AstraZeneca,1971680
Belgium,2021-06-25,Pfizer/BioNTech,7528399
Belgium,2021-07-02,Johnson&Johnson,275175
Belgium,2021-07-02,Moderna,1050106
Belgium,2021-07-02,Oxford/AstraZeneca,2072177
Belgium,2021-07-02,Pfizer/BioNTech,8043867
Belgium,2021-07-09,Johnson&Johnson,291391
Belgium,2021-07-09,Moderna,1112598
Belgium,2021-07-09,Oxford/AstraZeneca,2299815
Belgium,2021-07-09,Pfizer/BioNTech,8611951
Belgium,2021-07-16,Johnson&Johnson,310744
Belgium,2021-07-16,Moderna,1168703
Belgium,2021-07-16,Oxford/AstraZeneca,2454720
Belgium,2021-07-16,Pfizer/BioNTech,9187634
Belgium,2021-07-23,Johnson&Johnson,321973
Belgium,2021-07-23,Moderna,1223107
Belgium,2021-07-23,Oxford/AstraZeneca,2561325
Belgium,2021-07-23,Pfizer/BioNTech,9830761
Belgium,2021-07-30,Johnson&Johnson,331808
Belgium,2021-07-30,Moderna,1255105
Belgium,2021-07-30,Oxford/AstraZeneca,2653112
Belgium,2021-07-30,Pfizer/BioNTech,10476676
Belgium,2021-08-06,Johnson&Johnson,341502
Belgium,2021-08-06,Moderna,1279831
Belgium,2021-08-06,Oxford/AstraZeneca,2713982
Belgium,2021-08-06,Pfizer/BioNTech,10995198
Belgium,2021-08-13,Johnson&Johnson,349153
Belgium,2021-08-13,Moderna,1298693
Belgium,2021-08-13,Oxford/AstraZeneca,2827283
Belgium,2021-08-13,Pfizer/BioNTech,11252437
Belgium,2021-08-20,Johnson&Johnson,355612
Belgium,2021-08-20,Moderna,1311469
Belgium,2021-08-20,Oxford/AstraZeneca,2837082
Belgium,2021-08-20,Pfizer/BioNTech,11482269
Belgium,2021-08-27,Johnson&Johnson,361632
Belgium,2021-08-27,Moderna,1320482
Belgium,2021-08-27,Oxford/AstraZeneca,2840828
Belgium,2021-08-27,Pfizer/BioNTech,11713602
Belgium,2021-09-03,Johnson&Johnson,367849
Belgium,2021-09-03,Moderna,1331211
Belgium,2021-09-03,Oxford/AstraZeneca,2843451
Belgium,2021-09-03,Pfizer/BioNTech,11862028
Belgium,2021-09-10,Johnson&Johnson,372982
Belgium,2021-09-10,Moderna,1338793
Belgium,2021-09-10,Oxford/AstraZeneca,2844620
Belgium,2021-09-10,Pfizer/BioNTech,11945681
Belgium,2021-09-17,Johnson&Johnson,379779
Belgium,2021-09-17,Moderna,1346251
Belgium,2021-09-17,Oxford/AstraZeneca,2845655
Belgium,2021-09-17,Pfizer/BioNTech,12027132
Belgium,2021-09-24,Johnson&Johnson,386894
Belgium,2021-09-24,Moderna,1351599
Belgium,2021-09-24,Oxford/AstraZeneca,2846348
Belgium,2021-09-24,Pfizer/BioNTech,12158348
Belgium,2021-10-01,Johnson&Johnson,392116
Belgium,2021-10-01,Moderna,1359335
Belgium,2021-10-01,Oxford/AstraZeneca,2846807
Belgium,2021-10-01,Pfizer/BioNTech,12316655
Belgium,2021-10-08,Johnson&Johnson,396247
Belgium,2021-10-08,Moderna,1362626
Belgium,2021-10-08,Oxford/AstraZeneca,2847032
Belgium,2021-10-08,Pfizer/BioNTech,12500710
Belgium,2021-10-15,Johnson&Johnson,400438
Belgium,2021-10-15,Moderna,1366833
Belgium,2021-10-15,Oxford/AstraZeneca,2847250
Belgium,2021-10-15,Pfizer/BioNTech,12688920
Belgium,2021-10-22,Johnson&Johnson,404331
Belgium,2021-10-22,Moderna,1371786
Belgium,2021-10-22,Oxford/AstraZeneca,2847421
Belgium,2021-10-22,Pfizer/BioNTech,12833362
Belgium,2021-10-29,Johnson&Johnson,408847
Belgium,2021-10-29,Moderna,1376696
Belgium,2021-10-29,Oxford/AstraZeneca,2847559
Belgium,2021-10-29,Pfizer/BioNTech,12994147
Belgium,2021-11-05,Johnson&Johnson,413234
Belgium,2021-11-05,Moderna,1384164
Belgium,2021-11-05,Oxford/AstraZeneca,2847631
Belgium,2021-11-05,Pfizer/BioNTech,13114618
Belgium,2021-11-12,Johnson&Johnson,417047
Belgium,2021-11-12,Moderna,1395305
Belgium,2021-11-12,Oxford/AstraZeneca,2847709
Belgium,2021-11-12,Pfizer/BioNTech,13260462
Belgium,2021-11-19,Johnson&Johnson,419420
Belgium,2021-11-19,Moderna,1421249
Belgium,2021-11-19,Oxford/AstraZeneca,2847792
Belgium,2021-11-19,Pfizer/BioNTech,13556023
Belgium,2021-11-26,Johnson&Johnson,421418
Belgium,2021-11-26,Moderna,1511606
Belgium,2021-11-26,Oxford/AstraZeneca,2847853
Belgium,2021-11-26,Pfizer/BioNTech,13971777
Belgium,2021-12-03,Johnson&Johnson,422622
Belgium,2021-12-03,Moderna,1609248
Belgium,2021-12-03,Oxford/AstraZeneca,2847897
Belgium,2021-12-03,Pfizer/BioNTech,14483520
Belgium,2021-12-10,Johnson&Johnson,423494
Belgium,2021-12-10,Moderna,1682887
Belgium,2021-12-10,Oxford/AstraZeneca,2847925
Belgium,2021-12-10,Pfizer/BioNTech,15050950
Belgium,2021-12-17,Johnson&Johnson,424498
Belgium,2021-12-17,Moderna,1806281
Belgium,2021-12-17,Oxford/AstraZeneca,2847956
